"Inflation, consumer prices (annual %)",Country Name
1.662727199,2004
0.425106277,2005
0.962901778,2006
2.104880036,2007
6.627781774,2008
0.596720257,2009
2.823661349,2010
5.247793398,2011
4.575602704,2012
2.358604154,2013
1.02514803,2014
-0.522618167,2015
-0.53226874,2016
0.57626031,2017
0.438620118,2018
0.565260569,2019
-0.181916667,2020
2.30485959,2021
6.12106004,2022
,2023
