iter	RMSE
694	1.148835612
695	1.143069032
696	1.137331397
697	1.131622562
698	1.125942383
699	1.120290715
700	1.114667416
701	1.109072343
702	1.103505354
703	1.097966309
704	1.092455068
705	1.086971489
706	1.081515436
707	1.076086769
708	1.070685352
709	1.065311047
710	1.059963718
711	1.05464323
712	1.049349449
713	1.044082239
714	1.038841469
715	1.033627004
716	1.028438713
717	1.023276465
718	1.018140129
719	1.013029575
720	1.007944673
721	1.002885295
722	0.9978513121
723	0.9928425975
724	0.9878590242
725	0.9829004659
726	0.9779667971
727	0.9730578928
728	0.9681736288
729	0.9633138814
730	0.9584785274
731	0.9536674445
732	0.9488805108
733	0.9441176052
734	0.939378607
735	0.9346633961
736	0.9299718533
737	0.9253038596
738	0.920659297
739	0.9160380477
740	0.9114399948
741	0.9068650218
742	0.9023130129
743	0.8977838528
744	0.8932774268
745	0.8887936209
746	0.8843323214
747	0.8798934153
748	0.8754767904
749	0.8710823347
750	0.866709937
751	0.8623594866
752	0.8580308732
753	0.8537239873
754	0.8494387198
755	0.8451749622
756	0.8409326066
757	0.8367115454
758	0.8325116719
759	0.8283328796
760	0.8241750628
761	0.8200381161
762	0.8159219349
763	0.8118264148
764	0.8077514522
765	0.8036969438
766	0.7996627871
767	0.7956488798
768	0.7916551203
769	0.7876814075
770	0.7837276407
771	0.7797937199
772	0.7758795454
773	0.771985018
774	0.7681100393
775	0.764254511
776	0.7604183356
777	0.7566014158
778	0.752803655
779	0.7490249572
780	0.7452652264
781	0.7415243677
782	0.7378022862
783	0.7340988877
784	0.7304140784
785	0.726747765
786	0.7230998546
787	0.7194702549
788	0.7158588741
789	0.7122656205
790	0.7086904033
791	0.7051331318
792	0.7015937162
793	0.6980720665
794	0.6945680939
795	0.6910817094
796	0.6876128248
797	0.6841613523
798	0.6807272044
799	0.6773102943
800	0.6739105353
801	0.6705278414
802	0.667162127
803	0.6638133067
804	0.6604812959
805	0.6571660101
806	0.6538673653
807	0.6505852782
808	0.6473196654
809	0.6440704444
810	0.6408375329
811	0.6376208489
812	0.6344203111
813	0.6312358384
814	0.6280673502
815	0.6249147662
816	0.6217780065
817	0.6186569919
818	0.6155516432
819	0.6124618817
820	0.6093876294
821	0.6063288082
822	0.6032853408
823	0.6002571501
824	0.5972441594
825	0.5942462924
826	0.5912634731
827	0.5882956262
828	0.5853426763
829	0.5824045488
830	0.5794811692
831	0.5765724635
832	0.5736783581
833	0.5707987796
834	0.5679336552
835	0.5650829123
836	0.5622464786
837	0.5594242825
838	0.5566162523
839	0.5538223171
840	0.551042406
841	0.5482764487
842	0.5455243751
843	0.5427861156
844	0.5400616007
845	0.5373507615
846	0.5346535294
847	0.5319698361
848	0.5292996135
849	0.5266427942
850	0.5239993107
851	0.5213690962
852	0.5187520841
853	0.516148208
854	0.5135574021
855	0.5109796008
856	0.5084147387
857	0.505862751
858	0.503323573
859	0.5007971403
860	0.4982833891
861	0.4957822557
862	0.4932936767
863	0.4908175891
864	0.4883539303
865	0.4859026378
866	0.4834636495
867	0.4810369038
868	0.4786223391
869	0.4762198943
870	0.4738295085
871	0.4714511214
872	0.4690846725
873	0.466730102
874	0.4643873503
875	0.462056358
876	0.4597370662
877	0.457429416
878	0.4551333491
879	0.4528488073
880	0.4505757327
881	0.4483140679
882	0.4460637555
883	0.4438247385
884	0.4415969602
885	0.4393803643
886	0.4371748946
887	0.4349804953
888	0.4327971107
889	0.4306246857
890	0.4284631651
891	0.4263124943
892	0.4241726187
893	0.4220434843
894	0.4199250371
895	0.4178172234
896	0.4157199899
897	0.4136332834
898	0.4115570512
899	0.4094912406
900	0.4074357993
901	0.4053906754
902	0.4033558169
903	0.4013311724
904	0.3993166906
905	0.3973123205
906	0.3953180114
907	0.3933337126
908	0.3913593741
909	0.3893949458
910	0.3874403779
911	0.3854956209
912	0.3835606257
913	0.3816353431
914	0.3797197246
915	0.3778137214
916	0.3759172855
917	0.3740303687
918	0.3721529233
919	0.3702849017
920	0.3684262567
921	0.3665769411
922	0.3647369082
923	0.3629061113
924	0.3610845041
925	0.3592720405
926	0.3574686745
927	0.3556743605
928	0.3538890531
929	0.352112707
930	0.3503452773
931	0.3485867192
932	0.3468369882
933	0.34509604
934	0.3433638304
935	0.3416403157
936	0.3399254522
937	0.3382191964
938	0.3365215052
939	0.3348323355
940	0.3331516446
941	0.33147939
942	0.3298155292
943	0.3281600202
944	0.326512821
945	0.3248738899
946	0.3232431854
947	0.3216206663
948	0.3200062914
949	0.3184000198
950	0.316801811
951	0.3152116243
952	0.3136294196
953	0.3120551567
954	0.3104887959
955	0.3089302974
956	0.3073796218
957	0.3058367298
958	0.3043015824
959	0.3027741406
960	0.3012543658
961	0.2997422196
962	0.2982376635
963	0.2967406596
964	0.2952511699
965	0.2937691567
966	0.2922945824
967	0.2908274098
968	0.2893676016
969	0.2879151209
970	0.286469931
971	0.2850319952
972	0.2836012771
973	0.2821777406
974	0.2807613494
975	0.2793520678
976	0.2779498602
977	0.2765546909
978	0.2751665246
979	0.2737853263
980	0.2724110608
981	0.2710436935
982	0.2696831897
983	0.268329515
984	0.266982635
985	0.2656425157
986	0.2643091231
987	0.2629824235
988	0.2616623832
989	0.2603489689
990	0.2590421473
991	0.2577418853
992	0.2564481499
993	0.2551609084
994	0.2538801283
995	0.252605777
996	0.2513378223
997	0.2500762321
998	0.2488209745
999	0.2475720176
79
007051
114764
66438826
